frame,track_id_a,track_id_b,cost_px,status
539,92,77,24.2,matched
539,97,78,49.7,matched
539,89,,,unmatched_a_extra
539,102,,,unmatched_a_extra
539,88,,,unmatched_a_extra
539,115,,,unmatched_a_extra
540,92,77,11.2,matched
540,97,78,48.7,matched
540,89,,,unmatched_a_extra
540,102,,,unmatched_a_extra
540,88,,,unmatched_a_extra
540,115,,,unmatched_a_extra
541,92,77,9.9,matched
541,97,78,40.8,matched
541,89,,,unmatched_a_extra
541,102,,,unmatched_a_extra
541,88,,,unmatched_a_extra
541,115,,,unmatched_a_extra
542,92,77,4.0,matched
542,97,78,32.2,matched
542,89,,,unmatched_a_extra
542,102,,,unmatched_a_extra
542,88,,,unmatched_a_extra
542,115,,,unmatched_a_extra
543,92,77,3.6,matched
543,97,78,31.2,matched
543,89,,,unmatched_a_extra
543,102,,,unmatched_a_extra
543,88,,,unmatched_a_extra
543,115,,,unmatched_a_extra
544,97,77,90.8,matched
544,88,78,370.8,rejected_too_far
544,89,,,unmatched_a_extra
544,102,,,unmatched_a_extra
544,115,,,unmatched_a_extra
545,97,77,96.4,matched
545,88,78,389.5,rejected_too_far
545,89,,,unmatched_a_extra
545,102,,,unmatched_a_extra
545,115,,,unmatched_a_extra
546,97,77,107.3,matched
546,88,78,405.9,rejected_too_far
546,89,,,unmatched_a_extra
546,102,,,unmatched_a_extra
546,115,,,unmatched_a_extra
547,97,77,121.1,matched
547,88,78,424.5,rejected_too_far
547,89,,,unmatched_a_extra
547,102,,,unmatched_a_extra
547,115,,,unmatched_a_extra
548,97,77,115.9,matched
548,88,78,437.1,rejected_too_far
548,89,,,unmatched_a_extra
548,102,,,unmatched_a_extra
548,115,,,unmatched_a_extra
549,97,77,116.7,matched
549,88,78,449.5,rejected_too_far
549,89,,,unmatched_a_extra
549,102,,,unmatched_a_extra
549,115,,,unmatched_a_extra
550,97,77,127.2,matched
550,88,78,456.9,rejected_too_far
550,89,,,unmatched_a_extra
550,102,,,unmatched_a_extra
550,115,,,unmatched_a_extra
551,97,77,139.0,matched
551,88,78,467.3,rejected_too_far
551,89,,,unmatched_a_extra
551,102,,,unmatched_a_extra
551,115,,,unmatched_a_extra
552,97,78,3.6,matched
552,88,77,615.3,rejected_too_far
552,89,,,unmatched_a_extra
552,102,,,unmatched_a_extra
552,115,,,unmatched_a_extra
553,97,77,145.3,matched
553,88,78,479.4,rejected_too_far
553,89,,,unmatched_a_extra
553,102,,,unmatched_a_extra
553,115,,,unmatched_a_extra
554,97,78,6.9,matched
554,92,77,52.0,matched
554,89,,,unmatched_a_extra
554,102,,,unmatched_a_extra
554,88,,,unmatched_a_extra
554,115,,,unmatched_a_extra
555,97,78,0.8,matched
555,92,77,42.9,matched
555,89,,,unmatched_a_extra
555,102,,,unmatched_a_extra
555,88,,,unmatched_a_extra
555,115,,,unmatched_a_extra
556,97,78,4.5,matched
556,92,77,51.6,matched
556,89,,,unmatched_a_extra
556,102,,,unmatched_a_extra
556,88,,,unmatched_a_extra
556,115,,,unmatched_a_extra
557,97,78,4.7,matched
557,92,77,36.4,matched
557,89,,,unmatched_a_extra
557,102,,,unmatched_a_extra
557,88,,,unmatched_a_extra
557,115,,,unmatched_a_extra
558,97,78,3.8,matched
558,92,77,43.5,matched
558,89,,,unmatched_a_extra
558,102,,,unmatched_a_extra
558,88,,,unmatched_a_extra
558,115,,,unmatched_a_extra
559,97,78,3.7,matched
559,92,77,42.4,matched
559,89,,,unmatched_a_extra
559,102,,,unmatched_a_extra
559,88,,,unmatched_a_extra
559,115,,,unmatched_a_extra
560,97,78,1.6,matched
560,92,77,36.4,matched
560,89,,,unmatched_a_extra
560,102,,,unmatched_a_extra
560,88,,,unmatched_a_extra
560,115,,,unmatched_a_extra
561,97,78,1.1,matched
561,92,77,31.1,matched
561,89,,,unmatched_a_extra
561,102,,,unmatched_a_extra
561,88,,,unmatched_a_extra
561,115,,,unmatched_a_extra
562,97,78,4.6,matched
562,92,77,33.9,matched
562,89,,,unmatched_a_extra
562,102,,,unmatched_a_extra
562,88,,,unmatched_a_extra
562,115,,,unmatched_a_extra
563,97,78,3.5,matched
563,92,77,49.1,matched
563,89,,,unmatched_a_extra
563,102,,,unmatched_a_extra
563,88,,,unmatched_a_extra
563,115,,,unmatched_a_extra
564,97,78,0.5,matched
564,92,77,61.4,matched
564,89,,,unmatched_a_extra
564,88,,,unmatched_a_extra
564,115,,,unmatched_a_extra
565,97,78,0.8,matched
565,92,77,72.1,matched
565,89,,,unmatched_a_extra
565,88,,,unmatched_a_extra
565,115,,,unmatched_a_extra
565,102,,,unmatched_a_extra
566,97,78,0.8,matched
566,92,77,69.2,matched
566,89,,,unmatched_a_extra
566,88,,,unmatched_a_extra
566,115,,,unmatched_a_extra
566,102,,,unmatched_a_extra
567,97,78,1.0,matched
567,92,77,69.0,matched
567,89,,,unmatched_a_extra
567,88,,,unmatched_a_extra
567,115,,,unmatched_a_extra
567,102,,,unmatched_a_extra
568,97,78,1.7,matched
568,92,77,102.0,matched
568,89,,,unmatched_a_extra
568,88,,,unmatched_a_extra
568,115,,,unmatched_a_extra
568,102,,,unmatched_a_extra
569,97,78,1.0,matched
569,92,77,105.5,matched
569,89,,,unmatched_a_extra
569,88,,,unmatched_a_extra
569,115,,,unmatched_a_extra
569,102,,,unmatched_a_extra
570,97,78,2.0,matched
570,92,77,123.7,matched
570,89,,,unmatched_a_extra
570,88,,,unmatched_a_extra
570,115,,,unmatched_a_extra
570,102,,,unmatched_a_extra
570,118,,,unmatched_a_extra
571,97,78,1.8,matched
571,92,77,133.9,matched
571,89,,,unmatched_a_extra
571,88,,,unmatched_a_extra
571,115,,,unmatched_a_extra
571,102,,,unmatched_a_extra
571,118,,,unmatched_a_extra
572,97,78,2.9,matched
572,92,77,151.4,rejected_too_far
572,89,,,unmatched_a_extra
572,88,,,unmatched_a_extra
572,115,,,unmatched_a_extra
572,102,,,unmatched_a_extra
572,118,,,unmatched_a_extra
573,97,78,2.0,matched
573,89,,,unmatched_a_extra
573,88,,,unmatched_a_extra
573,115,,,unmatched_a_extra
573,92,,,unmatched_a_extra
573,102,,,unmatched_a_extra
573,118,,,unmatched_a_extra
574,97,78,5.6,matched
574,89,,,unmatched_a_extra
574,88,,,unmatched_a_extra
574,115,,,unmatched_a_extra
574,92,,,unmatched_a_extra
574,102,,,unmatched_a_extra
574,118,,,unmatched_a_extra
575,97,78,8.4,matched
575,89,,,unmatched_a_extra
575,88,,,unmatched_a_extra
575,115,,,unmatched_a_extra
575,92,,,unmatched_a_extra
575,102,,,unmatched_a_extra
575,118,,,unmatched_a_extra
576,97,78,9.7,matched
576,89,,,unmatched_a_extra
576,88,,,unmatched_a_extra
576,115,,,unmatched_a_extra
576,92,,,unmatched_a_extra
576,102,,,unmatched_a_extra
576,118,,,unmatched_a_extra
577,97,78,7.4,matched
577,89,,,unmatched_a_extra
577,88,,,unmatched_a_extra
577,115,,,unmatched_a_extra
577,92,,,unmatched_a_extra
577,102,,,unmatched_a_extra
577,118,,,unmatched_a_extra
578,97,78,1.7,matched
578,89,,,unmatched_a_extra
578,88,,,unmatched_a_extra
578,115,,,unmatched_a_extra
578,92,,,unmatched_a_extra
578,102,,,unmatched_a_extra
578,118,,,unmatched_a_extra
579,97,78,1.6,matched
579,89,,,unmatched_a_extra
579,88,,,unmatched_a_extra
579,115,,,unmatched_a_extra
579,92,,,unmatched_a_extra
579,102,,,unmatched_a_extra
579,118,,,unmatched_a_extra
580,97,78,1.8,matched
580,88,,,unmatched_a_extra
580,115,,,unmatched_a_extra
580,92,,,unmatched_a_extra
580,102,,,unmatched_a_extra
580,118,,,unmatched_a_extra
581,97,78,5.2,matched
581,88,,,unmatched_a_extra
581,115,,,unmatched_a_extra
581,92,,,unmatched_a_extra
581,102,,,unmatched_a_extra
581,118,,,unmatched_a_extra
582,97,78,6.4,matched
582,88,,,unmatched_a_extra
582,115,,,unmatched_a_extra
582,92,,,unmatched_a_extra
582,102,,,unmatched_a_extra
582,118,,,unmatched_a_extra
583,97,78,11.2,matched
583,88,,,unmatched_a_extra
583,115,,,unmatched_a_extra
583,92,,,unmatched_a_extra
583,102,,,unmatched_a_extra
583,118,,,unmatched_a_extra
584,97,78,11.2,matched
584,88,,,unmatched_a_extra
584,115,,,unmatched_a_extra
584,92,,,unmatched_a_extra
584,102,,,unmatched_a_extra
584,118,,,unmatched_a_extra
585,97,78,15.5,matched
585,88,,,unmatched_a_extra
585,115,,,unmatched_a_extra
585,92,,,unmatched_a_extra
585,102,,,unmatched_a_extra
585,118,,,unmatched_a_extra
586,97,78,19.0,matched
586,88,,,unmatched_a_extra
586,115,,,unmatched_a_extra
586,92,,,unmatched_a_extra
586,102,,,unmatched_a_extra
586,118,,,unmatched_a_extra
587,97,78,26.2,matched
587,88,,,unmatched_a_extra
587,115,,,unmatched_a_extra
587,92,,,unmatched_a_extra
587,102,,,unmatched_a_extra
587,118,,,unmatched_a_extra
588,97,78,22.0,matched
588,88,,,unmatched_a_extra
588,115,,,unmatched_a_extra
588,92,,,unmatched_a_extra
588,102,,,unmatched_a_extra
588,118,,,unmatched_a_extra
589,97,78,40.0,matched
589,88,,,unmatched_a_extra
589,115,,,unmatched_a_extra
589,92,,,unmatched_a_extra
589,102,,,unmatched_a_extra
589,118,,,unmatched_a_extra
590,118,78,74.8,matched
590,88,,,unmatched_a_extra
590,115,,,unmatched_a_extra
590,92,,,unmatched_a_extra
590,102,,,unmatched_a_extra
591,97,78,10.9,matched
591,88,,,unmatched_a_extra
591,115,,,unmatched_a_extra
591,92,,,unmatched_a_extra
591,102,,,unmatched_a_extra
591,118,,,unmatched_a_extra
592,97,78,15.2,matched
592,88,,,unmatched_a_extra
592,115,,,unmatched_a_extra
592,92,,,unmatched_a_extra
592,102,,,unmatched_a_extra
592,118,,,unmatched_a_extra
593,118,78,22.2,matched
593,88,,,unmatched_a_extra
593,115,,,unmatched_a_extra
593,92,,,unmatched_a_extra
593,102,,,unmatched_a_extra
593,97,,,unmatched_a_extra
594,118,80,82.5,matched
594,97,78,41.9,matched
594,88,,,unmatched_a_extra
594,115,,,unmatched_a_extra
594,92,,,unmatched_a_extra
594,102,,,unmatched_a_extra
595,118,80,82.8,matched
595,97,78,48.7,matched
595,88,,,unmatched_a_extra
595,115,,,unmatched_a_extra
595,92,,,unmatched_a_extra
595,102,,,unmatched_a_extra
596,118,80,84.1,matched
596,97,78,51.0,matched
596,88,,,unmatched_a_extra
596,115,,,unmatched_a_extra
596,92,,,unmatched_a_extra
596,102,,,unmatched_a_extra
597,118,80,80.6,matched
597,97,78,58.0,matched
597,88,,,unmatched_a_extra
597,115,,,unmatched_a_extra
597,92,,,unmatched_a_extra
597,102,,,unmatched_a_extra
598,97,78,60.4,matched
598,88,,,unmatched_a_extra
598,115,,,unmatched_a_extra
598,92,,,unmatched_a_extra
598,102,,,unmatched_a_extra
598,118,,,unmatched_a_extra
599,97,78,51.8,matched
599,88,,,unmatched_a_extra
599,115,,,unmatched_a_extra
599,92,,,unmatched_a_extra
599,102,,,unmatched_a_extra
599,118,,,unmatched_a_extra
600,118,80,71.5,matched
600,97,78,66.9,matched
600,88,,,unmatched_a_extra
600,115,,,unmatched_a_extra
600,92,,,unmatched_a_extra
600,102,,,unmatched_a_extra
601,97,80,23.9,matched
601,88,,,unmatched_a_extra
601,115,,,unmatched_a_extra
601,92,,,unmatched_a_extra
601,102,,,unmatched_a_extra
601,118,,,unmatched_a_extra
602,97,80,26.7,matched
602,88,,,unmatched_a_extra
602,115,,,unmatched_a_extra
602,92,,,unmatched_a_extra
602,102,,,unmatched_a_extra
602,118,,,unmatched_a_extra
603,97,80,42.2,matched
603,88,,,unmatched_a_extra
603,115,,,unmatched_a_extra
603,92,,,unmatched_a_extra
603,102,,,unmatched_a_extra
603,118,,,unmatched_a_extra
604,97,80,53.8,matched
604,88,,,unmatched_a_extra
604,115,,,unmatched_a_extra
604,92,,,unmatched_a_extra
604,102,,,unmatched_a_extra
604,118,,,unmatched_a_extra
605,118,80,48.7,matched
605,88,,,unmatched_a_extra
605,115,,,unmatched_a_extra
605,92,,,unmatched_a_extra
605,102,,,unmatched_a_extra
605,97,,,unmatched_a_extra
606,118,80,44.2,matched
606,88,,,unmatched_a_extra
606,115,,,unmatched_a_extra
606,92,,,unmatched_a_extra
606,102,,,unmatched_a_extra
606,97,,,unmatched_a_extra
606,123,,,unmatched_a_extra
607,118,80,34.7,matched
607,88,,,unmatched_a_extra
607,115,,,unmatched_a_extra
607,92,,,unmatched_a_extra
607,102,,,unmatched_a_extra
607,97,,,unmatched_a_extra
607,123,,,unmatched_a_extra
608,118,80,43.1,matched
608,88,,,unmatched_a_extra
608,115,,,unmatched_a_extra
608,92,,,unmatched_a_extra
608,102,,,unmatched_a_extra
608,97,,,unmatched_a_extra
608,123,,,unmatched_a_extra
609,118,80,41.8,matched
609,88,,,unmatched_a_extra
609,115,,,unmatched_a_extra
609,92,,,unmatched_a_extra
609,102,,,unmatched_a_extra
609,97,,,unmatched_a_extra
609,123,,,unmatched_a_extra
610,118,80,34.9,matched
610,88,,,unmatched_a_extra
610,115,,,unmatched_a_extra
610,92,,,unmatched_a_extra
610,102,,,unmatched_a_extra
610,97,,,unmatched_a_extra
610,123,,,unmatched_a_extra
611,118,80,23.7,matched
611,88,,,unmatched_a_extra
611,115,,,unmatched_a_extra
611,92,,,unmatched_a_extra
611,102,,,unmatched_a_extra
611,97,,,unmatched_a_extra
611,123,,,unmatched_a_extra
612,118,80,30.7,matched
612,88,,,unmatched_a_extra
612,115,,,unmatched_a_extra
612,92,,,unmatched_a_extra
612,102,,,unmatched_a_extra
612,97,,,unmatched_a_extra
612,123,,,unmatched_a_extra
613,118,80,38.7,matched
613,88,,,unmatched_a_extra
613,115,,,unmatched_a_extra
613,92,,,unmatched_a_extra
613,102,,,unmatched_a_extra
613,97,,,unmatched_a_extra
613,123,,,unmatched_a_extra
614,118,80,35.4,matched
614,88,,,unmatched_a_extra
614,115,,,unmatched_a_extra
614,92,,,unmatched_a_extra
614,102,,,unmatched_a_extra
614,97,,,unmatched_a_extra
614,123,,,unmatched_a_extra
615,118,80,28.3,matched
615,88,,,unmatched_a_extra
615,115,,,unmatched_a_extra
615,92,,,unmatched_a_extra
615,102,,,unmatched_a_extra
615,97,,,unmatched_a_extra
615,123,,,unmatched_a_extra
616,118,80,21.0,matched
616,88,,,unmatched_a_extra
616,115,,,unmatched_a_extra
616,92,,,unmatched_a_extra
616,102,,,unmatched_a_extra
616,97,,,unmatched_a_extra
616,123,,,unmatched_a_extra
617,118,80,33.0,matched
617,88,,,unmatched_a_extra
617,115,,,unmatched_a_extra
617,92,,,unmatched_a_extra
617,102,,,unmatched_a_extra
617,123,,,unmatched_a_extra
618,118,80,38.8,matched
618,88,,,unmatched_a_extra
618,115,,,unmatched_a_extra
618,92,,,unmatched_a_extra
618,102,,,unmatched_a_extra
618,123,,,unmatched_a_extra
619,118,80,32.1,matched
619,88,,,unmatched_a_extra
619,115,,,unmatched_a_extra
619,92,,,unmatched_a_extra
619,102,,,unmatched_a_extra
619,123,,,unmatched_a_extra
620,118,80,17.8,matched
620,88,,,unmatched_a_extra
620,115,,,unmatched_a_extra
620,92,,,unmatched_a_extra
620,102,,,unmatched_a_extra
620,123,,,unmatched_a_extra
621,118,80,31.6,matched
621,88,,,unmatched_a_extra
621,115,,,unmatched_a_extra
621,92,,,unmatched_a_extra
621,102,,,unmatched_a_extra
621,123,,,unmatched_a_extra
622,118,80,32.4,matched
622,88,,,unmatched_a_extra
622,115,,,unmatched_a_extra
622,92,,,unmatched_a_extra
622,102,,,unmatched_a_extra
622,123,,,unmatched_a_extra
623,118,80,29.5,matched
623,88,,,unmatched_a_extra
623,115,,,unmatched_a_extra
623,92,,,unmatched_a_extra
623,102,,,unmatched_a_extra
623,123,,,unmatched_a_extra
624,118,80,24.1,matched
624,88,,,unmatched_a_extra
624,115,,,unmatched_a_extra
624,92,,,unmatched_a_extra
624,102,,,unmatched_a_extra
624,123,,,unmatched_a_extra
625,118,80,33.7,matched
625,88,,,unmatched_a_extra
625,115,,,unmatched_a_extra
625,92,,,unmatched_a_extra
625,102,,,unmatched_a_extra
625,123,,,unmatched_a_extra
626,118,80,178.8,rejected_too_far
626,88,,,unmatched_a_extra
626,115,,,unmatched_a_extra
626,92,,,unmatched_a_extra
626,102,,,unmatched_a_extra
626,123,,,unmatched_a_extra
627,118,80,254.4,rejected_too_far
627,88,,,unmatched_a_extra
627,115,,,unmatched_a_extra
627,92,,,unmatched_a_extra
627,102,,,unmatched_a_extra
627,123,,,unmatched_a_extra
628,102,80,416.6,rejected_too_far
628,88,,,unmatched_a_extra
628,115,,,unmatched_a_extra
628,92,,,unmatched_a_extra
628,123,,,unmatched_a_extra
629,102,80,436.0,rejected_too_far
629,88,,,unmatched_a_extra
629,115,,,unmatched_a_extra
629,92,,,unmatched_a_extra
629,123,,,unmatched_a_extra
630,102,80,441.4,rejected_too_far
630,88,,,unmatched_a_extra
630,115,,,unmatched_a_extra
630,92,,,unmatched_a_extra
630,123,,,unmatched_a_extra
631,102,80,436.4,rejected_too_far
631,88,,,unmatched_a_extra
631,115,,,unmatched_a_extra
631,92,,,unmatched_a_extra
631,123,,,unmatched_a_extra
632,118,80,305.3,rejected_too_far
632,88,,,unmatched_a_extra
632,115,,,unmatched_a_extra
632,92,,,unmatched_a_extra
632,102,,,unmatched_a_extra
632,123,,,unmatched_a_extra
633,118,80,185.8,rejected_too_far
633,88,,,unmatched_a_extra
633,115,,,unmatched_a_extra
633,92,,,unmatched_a_extra
633,102,,,unmatched_a_extra
633,123,,,unmatched_a_extra
634,118,80,107.5,matched
634,88,,,unmatched_a_extra
634,115,,,unmatched_a_extra
634,92,,,unmatched_a_extra
634,102,,,unmatched_a_extra
634,123,,,unmatched_a_extra
635,118,80,73.7,matched
635,88,,,unmatched_a_extra
635,115,,,unmatched_a_extra
635,92,,,unmatched_a_extra
635,102,,,unmatched_a_extra
635,123,,,unmatched_a_extra
636,118,80,70.8,matched
636,88,,,unmatched_a_extra
636,115,,,unmatched_a_extra
636,92,,,unmatched_a_extra
636,102,,,unmatched_a_extra
636,123,,,unmatched_a_extra
637,118,80,58.2,matched
637,88,,,unmatched_a_extra
637,115,,,unmatched_a_extra
637,92,,,unmatched_a_extra
637,102,,,unmatched_a_extra
637,123,,,unmatched_a_extra
638,118,80,61.0,matched
638,88,,,unmatched_a_extra
638,115,,,unmatched_a_extra
638,92,,,unmatched_a_extra
638,102,,,unmatched_a_extra
638,123,,,unmatched_a_extra
639,118,80,66.7,matched
639,88,,,unmatched_a_extra
639,115,,,unmatched_a_extra
639,92,,,unmatched_a_extra
639,102,,,unmatched_a_extra
639,123,,,unmatched_a_extra
640,118,80,80.1,matched
640,88,,,unmatched_a_extra
640,115,,,unmatched_a_extra
640,92,,,unmatched_a_extra
640,102,,,unmatched_a_extra
640,123,,,unmatched_a_extra
641,118,80,88.9,matched
641,88,,,unmatched_a_extra
641,115,,,unmatched_a_extra
641,92,,,unmatched_a_extra
641,102,,,unmatched_a_extra
641,123,,,unmatched_a_extra
642,118,80,89.8,matched
642,88,,,unmatched_a_extra
642,115,,,unmatched_a_extra
642,92,,,unmatched_a_extra
642,102,,,unmatched_a_extra
642,123,,,unmatched_a_extra
643,118,80,103.3,matched
643,88,,,unmatched_a_extra
643,115,,,unmatched_a_extra
643,92,,,unmatched_a_extra
643,102,,,unmatched_a_extra
643,123,,,unmatched_a_extra
644,88,86,42.2,matched
644,118,80,114.9,matched
644,115,,,unmatched_a_extra
644,92,,,unmatched_a_extra
644,102,,,unmatched_a_extra
644,123,,,unmatched_a_extra
645,88,86,44.2,matched
645,118,80,114.4,matched
645,115,,,unmatched_a_extra
645,92,,,unmatched_a_extra
645,102,,,unmatched_a_extra
645,123,,,unmatched_a_extra
646,88,86,44.4,matched
646,118,80,113.9,matched
646,115,,,unmatched_a_extra
646,92,,,unmatched_a_extra
646,102,,,unmatched_a_extra
646,123,,,unmatched_a_extra
647,88,86,46.3,matched
647,118,80,125.5,matched
647,115,,,unmatched_a_extra
647,92,,,unmatched_a_extra
647,102,,,unmatched_a_extra
647,123,,,unmatched_a_extra
648,88,86,50.9,matched
648,118,80,147.8,matched
648,115,,,unmatched_a_extra
648,92,,,unmatched_a_extra
648,102,,,unmatched_a_extra
648,123,,,unmatched_a_extra
649,88,86,52.6,matched
649,118,80,169.7,rejected_too_far
649,115,,,unmatched_a_extra
649,92,,,unmatched_a_extra
649,102,,,unmatched_a_extra
649,123,,,unmatched_a_extra
650,88,86,51.8,matched
650,118,80,171.4,rejected_too_far
650,115,,,unmatched_a_extra
650,92,,,unmatched_a_extra
650,102,,,unmatched_a_extra
650,123,,,unmatched_a_extra
651,88,86,50.9,matched
651,118,80,180.0,rejected_too_far
651,115,,,unmatched_a_extra
651,92,,,unmatched_a_extra
651,102,,,unmatched_a_extra
651,123,,,unmatched_a_extra
652,88,88,84.9,matched
652,102,86,79.1,matched
652,118,80,223.0,rejected_too_far
652,115,,,unmatched_a_extra
652,92,,,unmatched_a_extra
652,123,,,unmatched_a_extra
653,88,88,84.8,matched
653,102,86,70.3,matched
653,118,80,240.4,rejected_too_far
653,115,,,unmatched_a_extra
653,92,,,unmatched_a_extra
653,123,,,unmatched_a_extra
654,88,88,77.1,matched
654,102,86,63.0,matched
654,118,80,269.2,rejected_too_far
654,115,,,unmatched_a_extra
654,92,,,unmatched_a_extra
654,123,,,unmatched_a_extra
655,88,88,73.9,matched
655,102,86,57.5,matched
655,115,,,unmatched_a_extra
655,92,,,unmatched_a_extra
655,123,,,unmatched_a_extra
655,118,,,unmatched_a_extra
656,88,88,70.3,matched
656,102,86,61.3,matched
656,115,,,unmatched_a_extra
656,92,,,unmatched_a_extra
656,123,,,unmatched_a_extra
656,118,,,unmatched_a_extra
656,129,,,unmatched_a_extra
657,88,88,60.6,matched
657,102,86,60.9,matched
657,115,,,unmatched_a_extra
657,92,,,unmatched_a_extra
657,123,,,unmatched_a_extra
657,118,,,unmatched_a_extra
657,129,,,unmatched_a_extra
658,88,88,40.7,matched
658,102,86,51.1,matched
658,115,,,unmatched_a_extra
658,92,,,unmatched_a_extra
658,123,,,unmatched_a_extra
658,118,,,unmatched_a_extra
658,129,,,unmatched_a_extra
659,88,88,47.5,matched
659,102,86,44.4,matched
659,115,,,unmatched_a_extra
659,92,,,unmatched_a_extra
659,118,,,unmatched_a_extra
659,129,,,unmatched_a_extra
660,88,88,51.3,matched
660,102,86,42.9,matched
660,115,,,unmatched_a_extra
660,92,,,unmatched_a_extra
660,118,,,unmatched_a_extra
660,129,,,unmatched_a_extra
661,88,88,41.3,matched
661,102,86,37.1,matched
661,115,,,unmatched_a_extra
661,92,,,unmatched_a_extra
661,118,,,unmatched_a_extra
661,129,,,unmatched_a_extra
662,88,88,28.0,matched
662,102,86,35.3,matched
662,115,,,unmatched_a_extra
662,92,,,unmatched_a_extra
662,118,,,unmatched_a_extra
662,129,,,unmatched_a_extra
662,123,,,unmatched_a_extra
663,88,88,36.1,matched
663,102,86,35.9,matched
663,115,,,unmatched_a_extra
663,92,,,unmatched_a_extra
663,118,,,unmatched_a_extra
663,129,,,unmatched_a_extra
663,123,,,unmatched_a_extra
664,88,88,38.0,matched
664,102,86,25.6,matched
664,115,,,unmatched_a_extra
664,92,,,unmatched_a_extra
664,118,,,unmatched_a_extra
664,129,,,unmatched_a_extra
664,123,,,unmatched_a_extra
665,88,88,33.9,matched
665,102,86,31.4,matched
665,115,,,unmatched_a_extra
665,92,,,unmatched_a_extra
665,118,,,unmatched_a_extra
665,129,,,unmatched_a_extra
665,123,,,unmatched_a_extra
666,88,88,34.7,matched
666,102,86,28.4,matched
666,115,,,unmatched_a_extra
666,92,,,unmatched_a_extra
666,118,,,unmatched_a_extra
666,129,,,unmatched_a_extra
666,123,,,unmatched_a_extra
667,88,88,33.7,matched
667,102,86,26.1,matched
667,115,,,unmatched_a_extra
667,92,,,unmatched_a_extra
667,118,,,unmatched_a_extra
667,129,,,unmatched_a_extra
667,123,,,unmatched_a_extra
668,88,88,38.2,matched
668,115,,,unmatched_a_extra
668,92,,,unmatched_a_extra
668,102,,,unmatched_a_extra
668,118,,,unmatched_a_extra
668,129,,,unmatched_a_extra
668,123,,,unmatched_a_extra
669,88,88,23.8,matched
669,115,,,unmatched_a_extra
669,92,,,unmatched_a_extra
669,102,,,unmatched_a_extra
669,118,,,unmatched_a_extra
669,129,,,unmatched_a_extra
669,123,,,unmatched_a_extra
670,88,88,15.8,matched
670,102,86,16.6,matched
670,115,,,unmatched_a_extra
670,92,,,unmatched_a_extra
670,129,,,unmatched_a_extra
670,123,,,unmatched_a_extra
671,88,88,13.8,matched
671,102,86,16.5,matched
671,115,,,unmatched_a_extra
671,92,,,unmatched_a_extra
671,129,,,unmatched_a_extra
671,123,,,unmatched_a_extra
672,88,88,22.1,matched
672,115,,,unmatched_a_extra
672,92,,,unmatched_a_extra
672,102,,,unmatched_a_extra
672,129,,,unmatched_a_extra
672,123,,,unmatched_a_extra
673,88,88,25.6,matched
673,115,,,unmatched_a_extra
673,92,,,unmatched_a_extra
673,102,,,unmatched_a_extra
673,129,,,unmatched_a_extra
673,123,,,unmatched_a_extra
673,118,,,unmatched_a_extra
674,88,88,24.8,matched
674,102,86,13.0,matched
674,115,,,unmatched_a_extra
674,92,,,unmatched_a_extra
674,129,,,unmatched_a_extra
674,123,,,unmatched_a_extra
674,118,,,unmatched_a_extra
675,88,88,22.4,matched
675,102,86,7.6,matched
675,115,,,unmatched_a_extra
675,92,,,unmatched_a_extra
675,129,,,unmatched_a_extra
675,123,,,unmatched_a_extra
675,118,,,unmatched_a_extra
676,88,88,16.5,matched
676,102,86,10.2,matched
676,115,,,unmatched_a_extra
676,92,,,unmatched_a_extra
676,129,,,unmatched_a_extra
676,123,,,unmatched_a_extra
676,118,,,unmatched_a_extra
677,88,88,26.1,matched
677,102,86,15.8,matched
677,115,,,unmatched_a_extra
677,92,,,unmatched_a_extra
677,129,,,unmatched_a_extra
677,123,,,unmatched_a_extra
677,118,,,unmatched_a_extra
678,88,88,22.9,matched
678,102,86,16.6,matched
678,115,,,unmatched_a_extra
678,92,,,unmatched_a_extra
678,129,,,unmatched_a_extra
678,123,,,unmatched_a_extra
678,118,,,unmatched_a_extra
679,88,88,16.0,matched
679,102,86,13.4,matched
679,123,93,62.6,matched
679,115,,,unmatched_a_extra
679,92,,,unmatched_a_extra
679,129,,,unmatched_a_extra
679,118,,,unmatched_a_extra
680,88,88,18.6,matched
680,102,86,14.1,matched
680,123,93,57.4,matched
680,115,,,unmatched_a_extra
680,92,,,unmatched_a_extra
680,129,,,unmatched_a_extra
680,118,,,unmatched_a_extra
681,88,88,15.6,matched
681,102,86,18.2,matched
681,123,93,54.9,matched
681,115,,,unmatched_a_extra
681,92,,,unmatched_a_extra
681,129,,,unmatched_a_extra
681,118,,,unmatched_a_extra
682,88,88,11.1,matched
682,102,86,9.6,matched
682,123,93,34.9,matched
682,115,,,unmatched_a_extra
682,92,,,unmatched_a_extra
682,129,,,unmatched_a_extra
682,118,,,unmatched_a_extra
683,88,86,36.0,matched
683,129,88,407.8,rejected_too_far
683,123,93,22.1,matched
683,115,,,unmatched_a_extra
683,92,,,unmatched_a_extra
683,118,,,unmatched_a_extra
684,88,88,12.4,matched
684,123,93,44.6,matched
684,102,86,11.2,matched
684,115,,,unmatched_a_extra
684,92,,,unmatched_a_extra
684,129,,,unmatched_a_extra
684,118,,,unmatched_a_extra
685,88,88,12.7,matched
685,92,95,120.1,matched
685,123,93,83.8,matched
685,102,86,18.0,matched
685,115,,,unmatched_a_extra
685,129,,,unmatched_a_extra
